Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Number of floor,Floor of home,Credi Accepting,Kombi Doğalgaz Heating
4.602.000,Antalya,Kepez,Gazi Mahallesi,75,2,3,0.5,Evet,0
4.600.000,Antalya,Kepez,Teomanpaşa Mahallesi,200,6,2,2,Hayır,0
4.600.000,Antalya,Muratpaşa,Meltem Mahallesi,150,4,12,5,Evet,1
4.600.000,Antalya,Manavgat,Ilıca Mahallesi,180,4,2,2,Hayır,0
4.600.000,Antalya,Alanya,Kestel Mahallesi,90,3,5,3,Bilinmiyor,0
4.600.000,Antalya,Alanya,Mahmutlar Mahallesi,145,4,6,6,Hayır,0
4.600.000,Antalya,Alanya,Konaklı Mahallesi,115,3,2,2,Evet,0
4.600.000,Antalya,Muratpaşa,Yenigün Mahallesi,150,4,4,3,Evet,0
4.600.000,Antalya,Serik,Kadriye Mahallesi,100,3,3,0.5,Hayır,0
4.600.000,Antalya,Muratpaşa,Cumhuriyet Mahallesi,110,3,3,3,Evet,0
4.600.000,Antalya,Gazipaşa,İstiklal Mahallesi,95,3,5,1,Hayır,0
4.600.000,Antalya,Döşemealtı,Bahçeyaka Mahallesi,130,4,4,3,Evet,1
4.600.000,Antalya,Alanya,Mahmutlar Mahallesi,55,2,5,3,Bilinmiyor,0
4.600.000,Antalya,Döşemealtı,Yeniköy Mahallesi,110,3,3,1,Evet,1
4.600.000,Antalya,Alanya,Payallar Mahallesi,47,2,8,3,Evet,0
4.600.000,Antalya,Alanya,Saray Mahallesi,68,2,5,2,Hayır,0
4.600.000,Antalya,Alanya,Mahmutlar Mahallesi,125,3,6,4,Bilinmiyor,0
4.600.000,Antalya,Finike,Kum Mahallesi,115,3,6,6,Evet,0
4.600.000,Antalya,Alanya,Mahmutlar Mahallesi,55,2,5,-3,Bilinmiyor,0
4.600.000,Antalya,Alanya,Mahmutlar Mahallesi,125,3,6,4,Bilinmiyor,0
4.600.000,Antalya,Alanya,Çıplaklı Mahallesi,125,3,5,4,Bilinmiyor,0
4.600.000,Antalya,Kepez,Şafak Mahallesi,120,3,4,1,Evet,0
4.600.000,Antalya,Alanya,Mahmutlar Mahallesi,60,2,11,10,Hayır,0
4.600.000,Antalya,Döşemealtı,Yeniköy Mahallesi,108,3,3,0.5,Evet,0
4.600.000,Antalya,Aksu,Altıntaş Mahallesi,90,3,5,3,Evet,0
4.600.000,Antalya,Kepez,Karşıyaka Mahallesi,90,3,4,1,Evet,0
4.600.000,Antalya,Manavgat,Side Mahallesi,90,3,3,3,Evet,0
4.600.000,Antalya,Alanya,Cikcilli Mahallesi,73,2,5,3,Hayır,0
4.600.000,Antalya,Finike,Kum Mahallesi,50,2,5,2,Evet,0
4.600.000,Antalya,Muratpaşa,Üçgen Mahallesi,115,3,5,4,Evet,1
4.600.000,Antalya,Muratpaşa,Üçgen Mahallesi,75,3,5,0.5,Evet,1
4.600.000,Antalya,Alanya,Cikcilli Mahallesi,140,3,5,3,Evet,0
4.600.000,Antalya,Kepez,Atatürk Mahallesi,90,3,3,0.5,Evet,1
4.600.000,Antalya,Kepez,Atatürk Mahallesi,100,3,3,0,Bilinmiyor,0
4.600.000,Antalya,Gazipaşa,Pazarcı Mahallesi,70,2,3,0.5,Evet,0
4.600.000,Antalya,Konyaaltı,Hurma Mahallesi,65,2,5,2,Evet,1
4.600.000,Antalya,Muratpaşa,Memurevleri Mahallesi,110,3,4,0,Evet,1
4.599.999,Antalya,Kepez,Sütçüler Mahallesi,115,3,4,2,Evet,0
4.592.550,Antalya,Alanya,Cikcilli Mahallesi,110,3,4,-3,Evet,0
4.590.000,Antalya,Alanya,Oba Mahallesi,120,3,4,2,Hayır,0
4.590.000,Antalya,Muratpaşa,Meydankavağı Mahallesi,30,2,8,0.5,Evet,0
4.590.000,Antalya,Korkuteli,Alaaddin Mahallesi,100,3,4,1,Evet,0
4.590.000,Antalya,Aksu,Altıntaş Mahallesi,60,2,5,-3,Bilinmiyor,0
4.590.000,Antalya,Muratpaşa,Kızılsaray Mahallesi,150,4,3,3,Evet,0
4.590.000,Antalya,Alanya,Kestel Mahallesi,45,1,6,3,Evet,0
4.575.000,Antalya,Muratpaşa,Kışla Mahallesi,140,4,7,2,Evet,0
4.575.000,Antalya,Kepez,Karşıyaka Mahallesi,100,3,3,2,Evet,0
4.575.000,Antalya,Kepez,Kepez Mahallesi,86,3,11,-1,Bilinmiyor,0
4.560.000,Antalya,Alanya,Mahmutlar Mahallesi,220,5,8,8,Bilinmiyor,0
4.555.000,Antalya,Alanya,Mahmutlar Mahallesi,200,5,14,2,Hayır,0
4.550.000,Antalya,Alanya,Payallar Mahallesi,125,3,4,0,Evet,0
4.550.000,Antalya,Serik,Gedik Mahallesi,170,4,9,5,Evet,1
4.550.000,Antalya,Muratpaşa,Üçgen Mahallesi,110,3,7,4,Evet,1
4.550.000,Antalya,Kepez,Fabrikalar Mahallesi,155,4,2,2,Evet,0
4.550.000,Antalya,Muratpaşa,Yıldız Mahallesi,115,3,7,7,Evet,1
4.550.000,Antalya,Kepez,Fevzi Çakmak Mahallesi,120,3,3,-2,Evet,0
4.550.000,Antalya,Muratpaşa,Yüksekalan Mahallesi,100,3,3,3,Evet,1
4.550.000,Antalya,Konyaaltı,Hurma Mahallesi,125,3,4,1,Evet,0
4.550.000,Antalya,Konyaaltı,Hurma Mahallesi,55,2,4,1,Hayır,0
4.550.000,Antalya,Kepez,Sütçüler Mahallesi,105,3,4,2,Evet,0
4.550.000,Antalya,Muratpaşa,Üçgen Mahallesi,160,5,5,5,Evet,1
4.550.000,Antalya,Döşemealtı,Altınkale Mahallesi,130,4,3,2,Evet,0
4.550.000,Antalya,Kepez,Şelale Mahallesi,41,2,3,0,Bilinmiyor,0
4.550.000,Antalya,Manavgat,Kavaklı Mahallesi,120,3,4,3,Evet,0
4.550.000,Antalya,Muratpaşa,Konuksever Mahallesi,165,6,4,-4,Evet,0
4.550.000,Antalya,Kepez,Gazi Mahallesi,120,3,6,5,Evet,0
4.550.000,Antalya,Kepez,Sütçüler Mahallesi,85,3,4,0.5,Evet,0
4.550.000,Antalya,Konyaaltı,Hurma Mahallesi,280,6,4,4,Evet,0
4.550.000,Antalya,Kepez,Aydoğmuş Mahallesi,140,4,3,3,Bilinmiyor,0
4.550.000,Antalya,Kepez,Ulus Mahallesi,130,4,3,2,Evet,0
4.550.000,Antalya,Konyaaltı,Hurma Mahallesi,90,2,4,2,Evet,0
4.550.000,Antalya,Kepez,Gülveren Mahallesi,70,2,10,6,Hayır,0
4.549.000,Antalya,Muratpaşa,Etiler Mahallesi,190,5,3,3,Evet,1
4.545.000,Antalya,Alanya,Tosmur Mahallesi,75,3,6,1,Hayır,0
4.545.000,Antalya,Döşemealtı,Yeniköy Mahallesi,115,3,3,1,Evet,1
4.535.000,Antalya,Konyaaltı,Öğretmenevleri Mahallesi,270,6,4,4,Evet,1
4.522.965,Antalya,Serik,Orta Mahallesi,110,3,4,4,Evet,1
4.520.000,Antalya,Finike,Kum Mahallesi,180,3,5,1,Evet,0
4.517.863,Antalya,Muratpaşa,Kızıltoprak Mahallesi,100,3,5,1,Evet,1
4.516.000,Antalya,Kepez,Çamlıbel Mahallesi,160,5,3,3,Evet,0
4.510.000,Antalya,Kepez,Çamlıbel Mahallesi,105,3,3,1,Evet,1
4.500.000,Antalya,Muratpaşa,Gebizli Mahallesi,110,3,4,3,Evet,0
4.500.000,Antalya,Alanya,Cumhuriyet Mahallesi,110,2,5,2,Evet,0
4.500.000,Antalya,Muratpaşa,Soğuksu Mahallesi,35,2,4,0,Evet,0
4.500.000,Antalya,Muratpaşa,Sinan Mahallesi,105,3,5,4,Evet,0
4.500.000,Antalya,Muratpaşa,Güvenlik Mahallesi,105,4,5,1,Evet,0
4.500.000,Antalya,Alanya,Saray Mahallesi,130,3,5,1,Hayır,0
4.500.000,Antalya,Alanya,Kestel Mahallesi,78,2,5,2,Hayır,0
4.500.000,Antalya,Kepez,Aydoğmuş Mahallesi,106,3,5,-2,Bilinmiyor,0
4.500.000,Antalya,Alanya,Fığla Mahallesi,150,4,5,1,Evet,0
4.500.000,Antalya,Konyaaltı,Uncalı Mahallesi,220,6,5,0.5,Evet,1
4.500.000,Antalya,Kepez,Yeni Emek Mahallesi,53,2,8,2,Evet,0
4.500.000,Antalya,Kepez,Sütçüler Mahallesi,120,3,4,1,Evet,1
4.500.000,Antalya,Manavgat,Ilıca Mahallesi,110,4,3,0,Bilinmiyor,0
4.500.000,Antalya,Kepez,Ulus Mahallesi,120,4,3,1,Evet,0
4.500.000,Antalya,Konyaaltı,Toros Mahallesi,120,4,13,1,Evet,1
4.500.000,Antalya,Alanya,Kestel Mahallesi,130,4,4,4,Bilinmiyor,0
4.500.000,Antalya,Kepez,Kütükçü Mahallesi,100,3,4,1,Evet,0
4.500.000,Antalya,Kepez,Kütükçü Mahallesi,80,3,3,1,Evet,0
4.500.000,Antalya,Kepez,Gazi Mahallesi,92,3,4,0.5,Evet,0
4.500.000,Antalya,Kepez,Habibler Mahallesi,105,3,5,4,Evet,0
4.500.000,Antalya,Kepez,Fevzi Çakmak Mahallesi,105,3,4,1,Bilinmiyor,0
4.500.000,Antalya,Konyaaltı,Öğretmenevleri Mahallesi,95,3,4,0,Evet,1
4.500.000,Antalya,Kepez,Fevzi Çakmak Mahallesi,90,3,4,2,Evet,0
4.500.000,Antalya,Alanya,Oba Mahallesi,60,2,4,1,Evet,0
4.500.000,Antalya,Muratpaşa,Tahılpazarı Mahallesi,120,4,6,1,Evet,0
4.500.000,Antalya,Kepez,Karşıyaka Mahallesi,40,2,3,1,Evet,0
4.500.000,Antalya,Kepez,Hüsnü Karakaş Mahallesi,55,2,3,1,Hayır,0
4.500.000,Antalya,Kepez,Varsak Karşıyaka Mahallesi,135,4,2,2,Evet,0
4.500.000,Antalya,Muratpaşa,Muratpaşa Mahallesi,145,4,3,1,Hayır,0
4.500.000,Antalya,Manavgat,Ilıca Mahallesi,55,2,3,0,Bilinmiyor,0
4.500.000,Antalya,Muratpaşa,Muratpaşa Mahallesi,90,3,4,2,Hayır,0
4.500.000,Antalya,Alanya,Konaklı Mahallesi,80,3,5,3,Evet,0
4.500.000,Antalya,Döşemealtı,Altınkale Mahallesi,550,5.5,2,-1,Evet,0
4.500.000,Antalya,Muratpaşa,Fener Mahallesi,160,4,2,Müstakil,Evet,0
4.500.000,Antalya,Konyaaltı,Gürsu Mahallesi,72,2,3,0.5,Evet,0
4.500.000,Antalya,Muratpaşa,Bahçelievler Mahallesi,120,3,5,4,Evet,0
4.500.000,Antalya,Alanya,Konaklı Mahallesi,60,2,5,3,Evet,0
4.500.000,Antalya,Muratpaşa,Yeşilbahçe Mahallesi,185,4,10,2,Evet,1
4.500.000,Antalya,Muratpaşa,Şirinyalı Mahallesi,155,4,4,2,Evet,0
4.500.000,Antalya,Konyaaltı,Altınkum Mahallesi,230,6,2,2,Evet,1
4.500.000,Antalya,Muratpaşa,Sedir Mahallesi,150,4,4,2,Evet,0
4.500.000,Antalya,Kepez,Şelale Mahallesi,55,2,4,4,Hayır,0
4.500.000,Antalya,Kepez,Emek Mahallesi,105,3,3,0.5,Hayır,0
4.500.000,Antalya,Muratpaşa,Güvenlik Mahallesi,145,4,7,4,Evet,1
4.500.000,Antalya,Muratpaşa,Konuksever Mahallesi,150,4,4,1,Evet,0
4.500.000,Antalya,Muratpaşa,Çağlayan Mahallesi,290,7,4,4,Evet,0
4.500.000,Antalya,Kepez,Kepez Mahallesi,82,3,11,1,Evet,0
4.500.000,Antalya,Konyaaltı,Pınarbaşı Mahallesi,250,7,3,3,Evet,1
4.500.000,Antalya,Alanya,Avsallar Mahallesi,55,2,8,4,Hayır,0
4.500.000,Antalya,Muratpaşa,Yeşilbahçe Mahallesi,180,4,11,2,Hayır,1
4.500.000,Antalya,Muratpaşa,Kızıltoprak Mahallesi,150,4,4,4,Evet,1
4.500.000,Antalya,Kepez,Gülveren Mahallesi,65,2,4,1,Evet,0
4.500.000,Antalya,Aksu,Altıntaş Mahallesi,50,2,5,1,Evet,0
4.500.000,Antalya,Konyaaltı,Hurma Mahallesi,90,3,6,3,Evet,0
4.500.000,Antalya,Alanya,Mahmutlar Mahallesi,70,2,4,4,Evet,0
4.500.000,Antalya,Kepez,Göksu Mahallesi,80,3,6,5,Evet,0
4.500.000,Antalya,Alanya,Avsallar Mahallesi,50,2,7,6,Hayır,0
4.500.000,Antalya,Kepez,Kepez Mahallesi,55,2,11,0,Evet,0
4.500.000,Antalya,Alanya,Demirtaş Mahallesi,65,2,7,6,Evet,0
4.500.000,Antalya,Muratpaşa,Yenigün Mahallesi,135,3,4,2,Hayır,0
4.500.000,Antalya,Muratpaşa,Yüksekalan Mahallesi,220,7,3,3,Evet,1
4.500.000,Antalya,Kepez,Varsak Karşıyaka Mahallesi,150,4,4,1,Evet,1
4.500.000,Antalya,Kepez,Habibler Mahallesi,150,4,4,2,Hayır,0
4.500.000,Antalya,Kepez,Kuzeyyaka Mahallesi,140,4,2,1,Evet,1
4.500.000,Antalya,Muratpaşa,Güzeloba Mahallesi,195,5,2,2,Hayır,1
4.500.000,Antalya,Alanya,Mahmutlar Mahallesi,120,3,7,5,Evet,0
4.500.000,Antalya,Muratpaşa,Tahılpazarı Mahallesi,125,3,4,2,Evet,0
4.500.000,Antalya,Manavgat,Sarılar Mahallesi,110,3,3,0.5,Evet,0
4.500.000,Antalya,Manavgat,Çayyazı Mahallesi,90,3,2,2,Evet,0
4.500.000,Antalya,Manavgat,Sarılar Mahallesi,220,5,3,3,Evet,0
4.500.000,Antalya,Alanya,Okurcalar Mahallesi,110,3,3,3,Evet,0
4.500.000,Antalya,Manavgat,Çayyazı Mahallesi,90,3,2,2,Evet,0
4.500.000,Antalya,Muratpaşa,Muratpaşa Mahallesi,35,2,6,5,Hayır,0
4.500.000,Antalya,Manavgat,Milli Egemenlik Mahallesi,70,2,3,0.5,Evet,0
4.500.000,Antalya,Muratpaşa,Yeşildere Mahallesi,100,3,4,0,Evet,0
4.500.000,Antalya,Kepez,Gülveren Mahallesi,155,4,12,10,Hayır,0
4.500.000,Antalya,Muratpaşa,Gebizli Mahallesi,150,4,4,3,Evet,0
4.500.000,Antalya,Kemer,Çamyuva Mahallesi,85,3,2,2,Evet,0
4.500.000,Antalya,Serik,Belek Mahallesi,100,3,2,2,Hayır,0
4.500.000,Antalya,Kepez,Gülveren Mahallesi,95,3,12,10,Hayır,0
4.500.000,Antalya,Alanya,Mahmutlar Mahallesi,130,4,9,4,Bilinmiyor,0
4.500.000,Antalya,Kepez,Göçerler Mahallesi,115,3,7,6,Hayır,0
4.500.000,Antalya,Alanya,Kargıcak Mahallesi,80,2,5,2,Hayır,0
4.500.000,Antalya,Muratpaşa,Zerdalilik Mahallesi,85,2,4,3,Evet,1
4.500.000,Antalya,Muratpaşa,Üçgen Mahallesi,120,4,5,3,Evet,1
4.500.000,Antalya,Finike,Yeni Mahallesi,105,3,4,1,Evet,0
4.500.000,Antalya,Finike,Kum Mahallesi,100,3,4,2,Evet,0
4.500.000,Antalya,Konyaaltı,Gürsu Mahallesi,155,4,4,1,Evet,1
4.500.000,Antalya,Muratpaşa,Bahçelievler Mahallesi,100,3,3,0.5,Evet,0
4.500.000,Antalya,Alanya,Demirtaş Mahallesi,160,3,5,2,Hayır,0
4.500.000,Antalya,Muratpaşa,Yüksekalan Mahallesi,155,4,5,2,Evet,0
4.500.000,Antalya,Muratpaşa,Yeşilbahçe Mahallesi,130,4,4,2,Hayır,1
4.500.000,Antalya,Muratpaşa,Cumhuriyet Mahallesi,135,4,4,1,Evet,0
4.500.000,Antalya,Manavgat,Salkım Evler Mahallesi,60,2,3,3,Evet,0
4.500.000,Antalya,Manavgat,Mimar Sinan Mahallesi,90,3,3,0,Hayır,0
4.500.000,Antalya,Döşemealtı,Bahçeyaka Mahallesi,100,3,4,0.5,Hayır,1
4.500.000,Antalya,Konyaaltı,Hurma Mahallesi,60,2,4,0.5,Evet,0
4.500.000,Antalya,Alanya,Kargıcak Mahallesi,90,3,12,11,Hayır,0
4.500.000,Antalya,Alanya,Demirtaş Mahallesi,160,3,5,2,Hayır,0
4.500.000,Antalya,Manavgat,Emek Mahallesi,50,2,3,0.5,Evet,0
4.500.000,Antalya,Kepez,Şafak Mahallesi,90,3,6,2,Evet,0
4.500.000,Antalya,Konyaaltı,Hurma Mahallesi,95,3,4,1,Evet,1
4.500.000,Antalya,Konyaaltı,Hurma Mahallesi,90,3,4,4,Evet,0
4.500.000,Antalya,Konyaaltı,Liman Mahallesi,50,2,4,3,Evet,0
4.500.000,Antalya,Alanya,Payallar Mahallesi,96,3,5,3,Evet,0
4.500.000,Antalya,Alanya,Güller Pınarı Mahallesi,78,3,6,-3,Evet,0
4.500.000,Antalya,Kepez,Mehmet Akif Ersoy Mahallesi,115,3,4,1,Evet,0
4.500.000,Antalya,Muratpaşa,Konuksever Mahallesi,95,3,4,0.5,Evet,0
4.500.000,Antalya,Alanya,Güller Pınarı Mahallesi,65,2,5,0.5,Evet,0
4.500.000,Antalya,Kepez,Aydoğmuş Mahallesi,75,2,3,2,Evet,0
4.500.000,Antalya,Manavgat,Ilıca Mahallesi,135,4,3,1,Evet,0
4.500.000,Antalya,Alanya,Tosmur Mahallesi,90,3,5,2,Evet,0
4.500.000,Antalya,Muratpaşa,Soğuksu Mahallesi,175,4,17,9,Evet,0
4.500.000,Antalya,Muratpaşa,Güzeloba Mahallesi,110,3,3,2,Evet,0
4.500.000,Antalya,Kepez,Mehmet Akif Ersoy Mahallesi,118,3,3,1,Evet,0
4.500.000,Antalya,Muratpaşa,Kızılarık Mahallesi,135,4,4,4,Evet,1
4.500.000,Antalya,Alanya,Tosmur Mahallesi,55,2,5,1,Evet,0
4.500.000,Antalya,Alanya,Cikcilli Mahallesi,100,3,5,4,Evet,0
4.500.000,Antalya,Muratpaşa,Kızılarık Mahallesi,150,3,4,4,Evet,0
4.500.000,Antalya,Alanya,Avsallar Mahallesi,55,2,5,1,Evet,0
4.500.000,Antalya,Alanya,Güller Pınarı Mahallesi,145,4,4,3,Bilinmiyor,0
4.500.000,Antalya,Manavgat,Sarılar Mahallesi,220,5,3,3,Evet,0
4.500.000,Antalya,Alanya,Tosmur Mahallesi,145,4,5,4,Evet,0
4.500.000,Antalya,Alanya,Oba Mahallesi,220,5,5,4,Evet,0
4.500.000,Antalya,Alanya,Çıplaklı Mahallesi,133,4,5,5,Hayır,0
4.500.000,Antalya,Kepez,Karşıyaka Mahallesi,115,3,3,3,Evet,0
4.500.000,Antalya,Konyaaltı,Arapsuyu Mahallesi,250,4,2,2,Evet,0
4.500.000,Antalya,Konyaaltı,Hurma Mahallesi,90,3,5,2,Bilinmiyor,1
4.500.000,Antalya,Manavgat,Ilıca Mahallesi,220,5,3,Villa Tipi,Evet,0
4.500.000,Antalya,Muratpaşa,Güvenlik Mahallesi,145,4,7,3,Evet,0
4.500.000,Antalya,Kepez,Şelale Mahallesi,120,4,3,2,Evet,0
4.500.000,Antalya,Alanya,Oba Mahallesi,160,4,4,3,Bilinmiyor,0
4.500.000,Antalya,Manavgat,Sarılar Mahallesi,260,6,4,4,Evet,0
4.500.000,Antalya,Kepez,Yeni Emek Mahallesi,220,6,4,3,Evet,0
4.500.000,Antalya,Alanya,Oba Mahallesi,120,3,4,-2,Bilinmiyor,0
4.500.000,Antalya,Muratpaşa,Kızılsaray Mahallesi,100,2,3,3,Evet,0
4.500.000,Antalya,Döşemealtı,Yeniköy Mahallesi,95,3,5,0.5,Evet,0
4.500.000,Antalya,Muratpaşa,Güzeloba Mahallesi,240,6,2,Bahçe Dublex,Evet,0
4.500.000,Antalya,Muratpaşa,Gençlik Mahallesi,120,3,4,-2,Evet,0
4.500.000,Antalya,Gazipaşa,Pazarcı Mahallesi,250,6,5,5,Evet,0
4.500.000,Antalya,Alanya,Avsallar Mahallesi,55,2,7,5,Evet,0
4.500.000,Antalya,Konyaaltı,Liman Mahallesi,175,4,8,4,Evet,1
4.500.000,Antalya,Muratpaşa,Etiler Mahallesi,110,3,4,1,Evet,0
4.500.000,Antalya,Alanya,Oba Mahallesi,85,3,5,2,Hayır,0
4.500.000,Antalya,Konyaaltı,Sarısu Mahallesi,150,4,12,4,Hayır,1
4.500.000,Antalya,Alanya,Cikcilli Mahallesi,120,3,4,4,Hayır,0
4.500.000,Antalya,Kepez,Kuzeyyaka Mahallesi,80,3,3,1,Evet,0
4.500.000,Antalya,Alanya,Demirtaş Mahallesi,160,3,5,2,Hayır,0
4.500.000,Antalya,Manavgat,Sarılar Mahallesi,125,4,3,2,Evet,0
4.499.000,Antalya,Alanya,Payallar Mahallesi,55,2,8,2,Evet,0
4.499.000,Antalya,Alanya,Konaklı Mahallesi,100,3,3,1,Evet,1
4.498.000,Antalya,Kepez,Özgürlük Mahallesi,150,4,3,1,Hayır,0
4.495.000,Antalya,Muratpaşa,Soğuksu Mahallesi,100,3,6,0,Evet,1
4.490.000,Antalya,Kepez,Gazi Mahallesi,135,4,3,1,Evet,0
4.490.000,Antalya,Kepez,Atatürk Mahallesi,70,2,3,0.5,Evet,0
4.490.000,Antalya,Kepez,Mehmet Akif Ersoy Mahallesi,120,3,3,1,Evet,0
4.490.000,Antalya,Manavgat,Sarılar Mahallesi,135,4,3,0.5,Evet,0
4.485.000,Antalya,Konyaaltı,Hurma Mahallesi,102,3,4,3,Evet,1
4.480.000,Antalya,Konyaaltı,Sarısu Mahallesi,100,3,4,4,Evet,0
4.480.000,Antalya,Kepez,Kuzeyyaka Mahallesi,75,3,3,0.5,Evet,0
4.480.000,Antalya,Kepez,Aydoğmuş Mahallesi,230,6,3,Villa Tipi,Evet,0
4.480.000,Antalya,Alanya,Konaklı Mahallesi,100,3,3,1,Evet,0
4.453.382,Antalya,Manavgat,Kasaplar Mahallesi,100,4,4,1,Evet,0
4.450.000,Antalya,Kepez,Hüsnü Karakaş Mahallesi,70,2,3,0.5,Evet,0
4.450.000,Antalya,Kepez,Emek Mahallesi,105,3,3,0.5,Evet,0
4.450.000,Antalya,Kepez,Hüsnü Karakaş Mahallesi,110,3,6,1,Evet,0
4.450.000,Antalya,Kepez,Habibler Mahallesi,65,2,6,0.5,Evet,0
4.450.000,Antalya,Kepez,Aktoprak Mahallesi,150,4,3,2,Evet,0
4.450.000,Antalya,Kepez,Yeşilyurt Mahallesi,95,3,3,1,Evet,0
4.450.000,Antalya,Kepez,Mehmet Akif Ersoy Mahallesi,135,4,3,3,Evet,1
4.450.000,Antalya,Kepez,Ayanoğlu Mahallesi,100,3,3,2,Evet,0
4.450.000,Antalya,Kepez,Ayanoğlu Mahallesi,220,4,2,2,Evet,0
4.450.000,Antalya,Kepez,Yeni Doğan Mahallesi,150,4,11,6,Evet,1
4.450.000,Antalya,Kepez,Erenköy Mahallesi,90,3,3,0.5,Evet,0
4.450.000,Antalya,Kepez,Aydoğmuş Mahallesi,90,3,4,0.5,Evet,0
4.450.000,Antalya,Alanya,Çıplaklı Mahallesi,100,3,5,4,Evet,0
4.450.000,Antalya,Serik,Akçaalan Mahallesi,105,3,6,0.5,Evet,1
4.450.000,Antalya,Alanya,Mahmutlar Mahallesi,115,3,5,3,Evet,0
4.450.000,Antalya,Muratpaşa,Memurevleri Mahallesi,140,4,5,1,Evet,0
4.450.000,Antalya,Alanya,Kestel Mahallesi,53,2,4,3,Bilinmiyor,0
4.450.000,Antalya,Alanya,Kestel Mahallesi,53,2,4,2,Bilinmiyor,0
4.450.000,Antalya,Alanya,Büyükhasbahçe Mahallesi,210,4,3,Bahçe Dublex,Bilinmiyor,0
4.450.000,Antalya,Kepez,Gazi Mahallesi,60,2,3,2,Evet,0
4.450.000,Antalya,Alanya,Oba Mahallesi,175,4,4,4,Bilinmiyor,0
4.450.000,Antalya,Alanya,Avsallar Mahallesi,65,2,5,3,Evet,0
4.450.000,Antalya,Alanya,Tepe Mahallesi,95,3,2,Bahçe Dublex,Evet,0
4.400.000,Antalya,Konyaaltı,Sarısu Mahallesi,183,4,11,5,Evet,0
4.400.000,Antalya,Kepez,Mehmet Akif Ersoy Mahallesi,130,4,3,1,Evet,0
4.400.000,Antalya,Döşemealtı,Yeniköy Mahallesi,65,3,3,0.5,Evet,0
4.400.000,Antalya,Kepez,Erenköy Mahallesi,170,5,4,4,Evet,0
4.400.000,Antalya,Konyaaltı,Uncalı Mahallesi,300,6,4,4,Evet,1
4.400.000,Antalya,Döşemealtı,Yeniköy Mahallesi,95,3,3,1,Evet,0
4.400.000,Antalya,Alanya,Avsallar Mahallesi,55,2,7,1,Evet,0
4.400.000,Antalya,Kepez,Düdenbaşı Mahallesi,200,6,3,3,Hayır,0
4.400.000,Antalya,Döşemealtı,Yeniköy Mahallesi,61,2,2,2,Evet,0
4.400.000,Antalya,Muratpaşa,Cumhuriyet Mahallesi,85,2,3,0.5,Evet,0
4.400.000,Antalya,Alanya,Kızlar Pınarı Mahallesi,150,4,4,4,Bilinmiyor,0
4.400.000,Antalya,Alanya,Büyükhasbahçe Mahallesi,230,6,5,5,Bilinmiyor,0
4.400.000,Antalya,Kepez,Göksu Mahallesi,55,2,4,0,Hayır,0
4.400.000,Antalya,Muratpaşa,Güvenlik Mahallesi,105,3,3,3,Evet,0
4.400.000,Antalya,Alanya,Avsallar Mahallesi,120,3,7,6,Hayır,0
4.400.000,Antalya,Muratpaşa,Güvenlik Mahallesi,150,4,8,7,Bilinmiyor,0
4.400.000,Antalya,Kepez,Erenköy Mahallesi,85,3,5,1,Hayır,0
4.400.000,Antalya,Manavgat,Sarılar Mahallesi,145,4,3,3,Hayır,0
4.400.000,Antalya,Muratpaşa,Elmalı Mahallesi,130,4,3,1,Evet,0
4.400.000,Antalya,Alanya,Cikcilli Mahallesi,105,3,5,5,Evet,0
4.400.000,Antalya,Konyaaltı,Liman Mahallesi,145,4,10,4,Evet,0
4.400.000,Antalya,Muratpaşa,Soğuksu Mahallesi,70,3,5,0,Bilinmiyor,0
4.400.000,Antalya,Kepez,Varsak Menderes Mahallesi,85,3,4,3,Hayır,0
4.400.000,Antalya,Konyaaltı,Liman Mahallesi,185,4,4,3,Evet,1
4.400.000,Antalya,Konyaaltı,Uncalı Mahallesi,170,4,7,4,Evet,1
4.400.000,Antalya,Gazipaşa,Cumhuriyet Mahallesi,55,2,6,1,Hayır,0
4.400.000,Antalya,Muratpaşa,Üçgen Mahallesi,150,4,7,6,Evet,1
4.399.000,Antalya,Alanya,Mahmutlar Mahallesi,130,3,12,4,Hayır,0
4.399.000,Antalya,Alanya,Avsallar Mahallesi,85,2,5,5,Evet,0
4.390.000,Antalya,Finike,Yeni Mahallesi,94,3,6,6,Evet,0
4.375.000,Antalya,Alanya,Oba Mahallesi,75,3,5,2,Evet,0
4.375.000,Antalya,Finike,Hasyurt Mahallesi,150,3,6,5,Bilinmiyor,0
4.375.000,Antalya,Finike,Hasyurt Mahallesi,96,2,6,3,Bilinmiyor,0
4.360.872,Antalya,Kepez,Şafak Mahallesi,110,3,3,1,Evet,0
4.360.000,Antalya,Kepez,Yeni Emek Mahallesi,100,3,4,1,Evet,0
4.355.000,Antalya,Muratpaşa,Çağlayan Mahallesi,175,4,8,7,Evet,0
4.350.004,Antalya,Kepez,Ayanoğlu Mahallesi,150,3,6,2,Evet,0
4.350.000,Antalya,Muratpaşa,Meydankavağı Mahallesi,140,3,4,Bahçe Dublex,Evet,0
4.350.000,Antalya,Alanya,Avsallar Mahallesi,70,2,6,5,Evet,0
4.350.000,Antalya,Muratpaşa,Güzeloba Mahallesi,80,3,2,0,Evet,0
4.350.000,Antalya,Kepez,Varsak Karşıyaka Mahallesi,100,3,4,2,Hayır,0
4.350.000,Antalya,Döşemealtı,Yeniköy Mahallesi,150,4,4,3,Hayır,0
